gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000185015	137.3066	0.3800162	0.20109401	0.03523446	0.07302727
ENSG00000185019	359.4611	0.2480027	0.12105662	0.03312692	0.0691463
ENSG00000185022	61.31596	0.01293652	0.24549181	0.9506724	0.972553
ENSG00000185024	1787.533	-0.5247249	0.08113223	4.450184e-11	2.706541e-10
ENSG00000185028	1.07448	-0.07290102	0.61088001	0.6137521	NA
ENSG00000185031	0.7737248	0.0940129	0.61746822	0.5136209	NA
ENSG00000185033	443.2054	-0.2708878	0.11413569	0.01397156	0.03216637
ENSG00000185038	0.1556677	0.0187898	0.64031258	0.8514113	NA
ENSG00000185043	1390.165	-0.3624201	0.06409339	1.070463e-08	5.417376e-08
ENSG00000185046	50.53233	0.9078125	0.32998152	0.0003942607	0.001203731
ENSG00000185049	2010.283	-0.1100551	0.05687068	0.05097961	0.1008305
ENSG00000185052	6.323151	0.6493657	0.68749281	0.02542812	0.05470133
ENSG00000185053	24.72156	-0.2513809	0.39921076	0.3280168	0.4670684
ENSG00000185055	15.42004	0.5573506	0.44766948	0.04632604	0.0926227
ENSG00000185056	2.196515	0.106745	0.56239062	0.5781467	0.7067483
ENSG00000185065	78.71928	0.6654169	0.25876952	0.002222099	0.005993964
ENSG00000185069	0.5083683	-0.0382385	0.62803639	0.7469807	NA
ENSG00000185070	292.9267	0.5018949	0.18273213	0.002644488	0.007054846
ENSG00000185085	1320.799	-0.08783334	0.0762519	0.2422017	0.3701726
ENSG00000185088	789.2491	-0.7578648	0.0926313	5.184053e-17	4.533735e-16
ENSG00000185090	2120.064	-0.6382294	0.06060565	1.916815e-26	2.667791e-25
ENSG00000185100	86.52285	0.6443607	0.24602552	0.002150129	0.005818322
ENSG00000185101	0.9331833	-0.02838504	0.60888587	0.8376902	NA
ENSG00000185104	3004.352	-0.4550727	0.04932148	1.542758e-20	1.613315e-19
ENSG00000185105	3.916619	0.2699739	0.57188123	0.2296422	0.3548994
ENSG00000185112	179.9613	0.0903728	0.16423007	0.554838	0.6862388
ENSG00000185115	880.2172	-0.9467221	0.08709575	1.124912e-28	1.718919e-27
ENSG00000185122	2581.406	-0.3348382	0.0600103	1.747902e-08	8.678547e-08
ENSG00000185127	2205.807	0.4060699	0.05571598	1.958064e-13	1.397758e-12
ENSG00000185129	2474.978	-0.2082821	0.05481648	0.0001279954	0.0004217768
ENSG00000185130	2.157846	-0.005188759	0.55394189	0.9779887	0.9878832
ENSG00000185133	453.2208	-0.1027696	0.11186611	0.3425006	0.4821408
ENSG00000185149	8.110402	0.0372192	0.46381333	0.8755548	0.9255561
ENSG00000185155	21.61512	0.1113318	0.37231613	0.6576135	0.7710422
ENSG00000185156	0.1556677	0.0187898	0.64031258	0.8514113	NA
ENSG00000185158	350.2544	-0.02932988	0.13232336	0.8165501	0.8878599
ENSG00000185163	1310.296	-0.7202159	0.08376154	1.773417e-18	1.677259e-17
ENSG00000185164	4469.493	-0.3364072	0.05098615	3.022285e-11	1.858086e-10
ENSG00000185168	9.135019	0.509418	0.52859649	0.06744106	0.1283583
ENSG00000185176	0.7737217	-0.04782432	0.62769073	0.6923774	NA
ENSG00000185177	0.5360854	-0.03522366	0.63493391	0.7482049	NA
ENSG00000185182	0.3124987	-0.04722476	0.64417191	0.6410429	NA
ENSG00000185186	5.245084	0.2739475	0.53633501	0.2507763	0.3805364
ENSG00000185187	380.9544	1.325471	0.12642407	7.760265e-28	1.139256e-26
ENSG00000185189	1401.981	0.4528265	0.09377145	7.47341e-07	3.191422e-06
ENSG00000185198	0.5374315	-0.04359098	0.6275172	0.7168015	NA
ENSG00000185201	515.5394	0.3445954	0.13367801	0.006814934	0.01676944
ENSG00000185203	0.4569834	0.06250038	0.64335996	0.5593997	NA
ENSG00000185215	79.78374	0.6637093	0.30342372	0.005837701	0.01455796
ENSG00000185219	2048.211	0.2846059	0.05785032	6.879529e-07	2.948083e-06
ENSG00000185220	60.10477	0.005235591	0.27388809	0.9813354	0.9897892
ENSG00000185222	3360.029	-0.008872471	0.04572915	0.8453317	0.9072985
ENSG00000185236	1510.277	0.4262759	0.07119202	1.25576e-09	6.833129e-09
ENSG00000185238	1809.211	-0.3132151	0.0658672	1.493845e-06	6.202802e-06
ENSG00000185245	4.171122	0.02657462	0.49194973	0.906493	0.9451738
ENSG00000185246	1470.211	-0.5761273	0.08660247	1.087589e-11	6.878086e-11
ENSG00000185247	12.65171	2.362646	1.28833421	5.077952e-05	0.0001764766
ENSG00000185250	77.65189	0.4737087	0.25241785	0.02641166	0.05658542
ENSG00000185252	1160.864	-0.4347991	0.08198383	6.528023e-08	3.084329e-07
ENSG00000185261	35.72126	0.5592525	0.35835714	0.03182292	0.06677184
ENSG00000185262	856.2748	-0.3507282	0.09466608	0.0001464431	0.000478919
ENSG00000185267	63.13534	0.767009	0.29542796	0.001258495	0.003542917
ENSG00000185269	39.07715	0.8314451	0.38711422	0.002737045	0.007278007
ENSG00000185271	1.17789	0.02247594	0.59190937	0.8850588	NA
ENSG00000185272	158.8425	0.455006	0.2269513	0.02148651	0.04711784
ENSG00000185278	726.6562	0.3809153	0.24713996	0.06994384	0.1324503
ENSG00000185291	0.4560922	0.05690263	0.64550319	0.5794986	NA
ENSG00000185294	0.1562494	-0.02852766	0.64136154	0.7763441	NA
ENSG00000185296	0.7850684	0.1516968	0.64801551	0.279298	NA
ENSG00000185298	1595.567	-0.7595133	0.06592429	1.935685e-31	3.252925e-30
ENSG00000185303	0.1562494	-0.02852766	0.64136154	0.7763441	NA
ENSG00000185304	0.7657219	-0.0983813	0.65162278	0.3831037	NA
ENSG00000185305	843.992	-0.3550389	0.09628914	0.00015548	0.0005062221
ENSG00000185306	0.4686357	0.02102072	0.62814436	0.8560194	NA
ENSG00000185313	0.3119177	-0.004870087	0.63956481	0.9612473	NA
ENSG00000185324	550.0899	-0.6567035	0.11489952	3.022903e-09	1.594177e-08
ENSG00000185332	2.778866	-0.07945382	0.54035489	0.6951582	0.7996802
ENSG00000185338	21.02989	-0.01231429	0.36259495	0.9606254	0.9785872
ENSG00000185339	90.78415	2.467107	0.32003362	9.769494e-17	8.394233e-16
ENSG00000185340	206.8226	-0.2938944	0.1663738	0.05714836	0.1112465
ENSG00000185344	1381.567	0.240371	0.08650347	0.00458081	0.01165136
ENSG00000185345	60.16894	3.096715	0.54784951	8.595347e-12	5.487741e-11
ENSG00000185347	1191.004	-0.7599085	0.08603429	1.883889e-19	1.860699e-18
ENSG00000185352	310.0931	0.1750047	0.13326928	0.1687663	0.276146
ENSG00000185359	2763.853	-0.4099441	0.05829294	1.252091e-12	8.456502e-12
ENSG00000185361	267.6977	0.1471899	0.13349308	0.2478936	0.3768807
ENSG00000185372	0.1914305	-0.02852766	0.64136154	0.7763441	NA
ENSG00000185379	1156.007	0.1161029	0.09117753	0.1931187	0.3076652
ENSG00000185386	263.5617	0.6464377	0.14486582	2.261095e-06	9.242507e-06
ENSG00000185404	8.639041	0.05673824	0.45306871	0.8142632	0.8863507
ENSG00000185414	2833.975	-0.2598656	0.051445	3.624744e-07	1.594497e-06
ENSG00000185418	1241.142	-0.6407226	0.0712389	7.229745e-20	7.31763e-19
ENSG00000185420	330.8012	0.3086174	0.13815327	0.01868665	0.04159397
ENSG00000185432	897.4127	0.2774042	0.09682378	0.003297901	0.00862591
ENSG00000185433	4.480497	-0.03893551	0.49762085	0.8619729	0.9175188
ENSG00000185436	417.9289	-0.3784428	0.11319791	0.0005348868	0.001602264
ENSG00000185437	102.9165	0.5000108	0.22530666	0.01107976	0.02606064
ENSG00000185442	198.6749	0.2476822	0.16193939	0.1010075	0.1812566
ENSG00000185448	0.3016403	0.04066942	0.64265611	0.6883659	NA
ENSG00000185453	612.9032	0.5798244	0.11452856	1.510125e-07	6.885906e-07
ENSG00000185467	0.3113355	0.04173907	0.64279831	0.6808937	NA
ENSG00000185475	804.4143	-0.3569708	0.08267113	1.082823e-05	4.093985e-05
ENSG00000185477	543.9483	0.3086426	0.10461359	0.002371805	0.006367427
ENSG00000185480	867.0994	-0.4126063	0.09144538	3.878413e-06	1.550031e-05
ENSG00000185482	24.44885	-0.2262057	0.34771866	0.3652148	0.5060247
ENSG00000185483	299.1438	0.103343	0.13469157	0.421088	0.5626321
ENSG00000185485	67.49951	0.1030893	0.24351782	0.6201474	0.7424466
ENSG00000185499	59.12681	0.4334864	0.29033253	0.06259597	0.1204693
ENSG00000185504	1803.358	-0.2266551	0.06436063	0.0003694339	0.001134051
ENSG00000185507	230.2627	0.6161206	0.15615971	2.457378e-05	8.921035e-05
ENSG00000185513	387.4415	0.02641072	0.14752392	0.8497256	0.9102877
ENSG00000185515	1508.327	-0.6439083	0.06378074	1.73772e-24	2.211233e-23
ENSG00000185518	3.635654	0.2865982	0.61925187	0.1707227	0.2785788
ENSG00000185519	163.2731	0.3986842	0.1815947	0.01642857	0.03716769
ENSG00000185522	70.59196	0.8929135	0.27698987	9.641487e-05	0.0003226747
ENSG00000185523	0.6249974	-0.07863764	0.64992321	0.4577701	NA
ENSG00000185527	3.259668	-0.1884965	0.56483645	0.364807	0.5058104
ENSG00000185532	650.7154	0.1378562	0.11482211	0.2139021	0.3346866
ENSG00000185551	2419.592	-0.7597579	0.06552092	8.108206e-32	1.382593e-30
ENSG00000185559	0.4012307	0.04371114	0.64296266	0.6676607	NA
ENSG00000185561	824.7812	0.2372828	0.08826929	0.006052359	0.01503719
ENSG00000185565	217.8988	1.002489	0.26207076	5.781609e-06	2.259897e-05
ENSG00000185567	256.5184	0.8742848	0.20844129	2.507619e-06	1.021048e-05
ENSG00000185585	181.5225	1.153915	0.19171197	3.43043e-11	2.100817e-10
ENSG00000185591	4530.727	0.4149203	0.04800335	3.333824e-18	3.110395e-17
ENSG00000185607	0.1914305	-0.02852766	0.64136154	0.7763441	NA
ENSG00000185608	1830.606	-0.7841454	0.06188107	1.420809e-37	2.974397e-36
ENSG00000185610	6.513835	0.1041277	0.46745846	0.6635936	0.7754577
ENSG00000185614	11.23458	0.04154202	0.41596285	0.8674226	0.920974
ENSG00000185615	113.004	-0.1983742	0.24220868	0.3384404	0.4781463
ENSG00000185619	3507.347	-0.2516344	0.05108688	7.031292e-07	3.009611e-06
ENSG00000185621	436.5042	0.7320945	0.12353661	6.241853e-10	3.489396e-09
ENSG00000185624	13130.37	-0.1895468	0.03245455	4.718645e-09	2.453851e-08
ENSG00000185627	3664.89	0.1464208	0.04505874	0.001086895	0.003092499
ENSG00000185630	2543.947	-0.05110316	0.05579027	0.3557816	0.4960708
ENSG00000185633	6.183213	0.5610639	0.62771858	0.04427955	0.08897444
ENSG00000185634	33.26202	0.5255867	0.40826587	0.05307604	0.104434
ENSG00000185641	16.82405	0.2061804	0.38515236	0.417836	0.5595621
ENSG00000185650	823.2356	-0.05605242	0.08299896	0.4917345	0.6301982
ENSG00000185651	5217.97	-0.7268924	0.04120309	2.575073e-70	1.420475e-68
ENSG00000185652	6.883797	1.845563	1.59990953	0.0002838611	0.0008859116
ENSG00000185658	1385.719	0.2874273	0.0771673	0.0001534197	0.0004998828
ENSG00000185662	0.1556677	0.0187898	0.64031258	0.8514113	NA
ENSG00000185664	81.03898	-0.1291475	0.25093109	0.542718	0.6751416
ENSG00000185666	104.1619	-0.1108789	0.24914933	0.5995453	0.7252326
ENSG00000185668	122.5806	0.4575064	0.21339582	0.01546235	0.0351765
ENSG00000185669	34.76541	-0.06348164	0.30547589	0.7885373	0.8686508
ENSG00000185670	165.285	0.4196273	0.19123128	0.01547895	0.035207
ENSG00000185674	3.770997	-0.1074066	0.51337396	0.6272362	0.7477344
ENSG00000185681	5.364244	0.6126297	0.74000971	0.02569629	0.05520825
ENSG00000185684	2.464999	-0.01748365	0.59271816	0.9098348	0.9471761
ENSG00000185686	541.3836	1.5419	0.1106111	1.955098e-46	5.782739e-45
ENSG00000185697	526.3821	0.3379769	0.11049833	0.001566346	0.004336985
ENSG00000185710	87.71628	-0.07036623	0.22283992	0.7188122	0.8178936
ENSG00000185716	529.1168	0.2256076	0.10137597	0.02217379	0.04844685
ENSG00000185721	3798.361	-0.4732513	0.04864312	1.193001e-22	1.392045e-21
ENSG00000185722	3196.299	-0.1340324	0.05398117	0.01234731	0.02876911
ENSG00000185728	2668.715	-0.3977937	0.07427456	5.376764e-08	2.561276e-07
ENSG00000185730	734.7463	-0.295346	0.10309257	0.003193278	0.008377088
ENSG00000185736	99.46915	1.062403	0.29939844	1.243268e-05	4.664634e-05
ENSG00000185737	267.4534	0.2907675	0.1402358	0.02882675	0.06106589
ENSG00000185739	4.430952	0.426963	0.62761156	0.08488701	0.1563606
ENSG00000185742	0.471969	0.06504488	0.64320714	0.5474395	NA
ENSG00000185745	282.2707	-0.1766176	0.13497173	0.16975	0.2773895
ENSG00000185753	857.1937	0.2540424	0.09414374	0.005717839	0.01428165
ENSG00000185760	447.8009	-0.1888626	0.11257598	0.08275574	0.1529995
ENSG00000185761	83.34023	-0.03113334	0.24875648	0.8826686	0.9303171
ENSG00000185774	5.570318	0.197372	0.49585976	0.4094151	0.5512404
ENSG00000185787	16239.53	-0.7099686	0.02908265	2.995413e-132	5.649041e-130
ENSG00000185798	240.8091	-0.4045774	0.1447127	0.003078395	0.008095922
ENSG00000185800	1232.193	0.09752793	0.07010531	0.15879	0.2627625
ENSG00000185803	1453.851	-0.7919574	0.06437339	1.416513e-35	2.785682e-34
ENSG00000185808	771.8218	0.4688389	0.0857203	2.366442e-08	1.161636e-07
ENSG00000185811	73.62197	1.193538	0.32201223	3.670153e-06	1.471863e-05
ENSG00000185813	1089.378	-1.07352	0.10908651	2.373509e-24	2.994367e-23
ENSG00000185818	3733.919	-0.9705444	0.04386849	1.157503e-109	1.476319e-107
ENSG00000185823	0.3457295	-0.004857796	0.63956453	0.9613451	NA
ENSG00000185825	4031.684	-0.5339393	0.0513526	1.120506e-25	1.502064e-24
ENSG00000185829	1858.334	0.07752941	0.06564772	0.2323454	0.3582644
ENSG00000185834	24.48009	0.1977104	0.38077709	0.4361722	0.5769418
ENSG00000185837	8.551044	3.324383	1.89880123	1.791797e-05	6.605849e-05
ENSG00000185838	417.2186	-0.05855855	0.11194151	0.5888774	0.7155387
ENSG00000185839	11.03501	-0.08473948	0.44680967	0.7285517	0.8262487
ENSG00000185842	635.6895	-0.2570486	0.10198744	0.009546465	0.02278697
ENSG00000185847	0.1562494	-0.02852766	0.64136154	0.7763441	NA
ENSG00000185860	0.3809668	0.01351281	0.6397555	0.8930341	NA
ENSG00000185864	199.6958	-0.1673833	0.16530552	0.2765231	0.4112897
ENSG00000185869	239.2494	0.1240361	0.15362927	0.3903845	0.5323037
ENSG00000185875	419.8575	0.6904186	0.12313089	4.932098e-09	2.563645e-08
ENSG00000185880	424.558	-0.2363323	0.14604717	0.08677127	0.159143
ENSG00000185883	4089.781	-0.6754051	0.04935833	3.412693e-43	9.039743e-42
ENSG00000185885	108.104	1.713313	0.2645765	6.399984e-13	4.397871e-12
ENSG00000185896	3498.946	-0.4074993	0.04473267	5.152253e-20	5.251015e-19
ENSG00000185897	0.3473486	-0.005009787	0.63956794	0.9601368	NA
ENSG00000185900	2527.51	-0.2641002	0.09989775	0.006613699	0.01632524
ENSG00000185903	0.1914305	-0.02852766	0.64136154	0.7763441	NA
ENSG00000185904	57.46014	4.609823	0.54570962	5.31097e-20	5.410275e-19
ENSG00000185905	0.3124987	-0.04722476	0.64417191	0.6410429	NA
ENSG00000185909	483.4283	-0.1352312	0.12497833	0.259607	0.3910053
ENSG00000185915	0.1914305	-0.02852766	0.64136154	0.7763441	NA
ENSG00000185917	432.7044	-0.06522725	0.10738676	0.5313649	0.6654879
ENSG00000185920	1188.247	-0.4652791	0.11533209	2.84534e-05	0.0001024183
ENSG00000185924	21.5079	0.2997364	0.36721398	0.2404696	0.3681117
ENSG00000185933	0.1914305	-0.02852766	0.64136154	0.7763441	NA
ENSG00000185940	0.1914305	-0.02852766	0.64136154	0.7763441	NA
ENSG00000185942	8.135468	1.425876	1.35108251	0.0007966227	0.002314654
ENSG00000185946	963.2266	0.4739434	0.11492373	1.888956e-05	6.946634e-05
ENSG00000185947	625.3915	-0.3885361	0.09257444	1.72772e-05	6.383481e-05
ENSG00000185950	719.7144	0.1167605	0.09037428	0.1868646	0.2991922
ENSG00000185955	2.214247	-0.1589458	0.57772632	0.4104993	0.5522295
ENSG00000185958	0.6577343	-0.008140532	0.61066259	0.9519939	NA
ENSG00000185960	0.1989343	0.009365197	0.63893712	0.9263137	NA
ENSG00000185963	2068.857	-0.384465	0.06555331	2.933206e-09	1.547984e-08
ENSG00000185972	4.173446	-0.02005002	0.49055955	0.9295367	0.9601606
ENSG00000185973	469.4364	0.2060343	0.12977204	0.09687626	0.1748813
ENSG00000185974	0.663191	0.05496104	0.62292855	0.6671121	NA
ENSG00000185986	2.25013	0.2029826	0.59018699	0.3045268	0.4425424
ENSG00000185988	15.02914	-0.3043932	0.40929955	0.2418895	0.3698045
ENSG00000185989	314.2249	0.2408005	0.12625001	0.04656605	0.09305197
ENSG00000186001	910.3201	-0.3352355	0.08756895	9.250288e-05	0.0003104784
ENSG00000186010	3848.414	-0.391569	0.04953515	1.732621e-15	1.40089e-14
ENSG00000186017	368.4378	0.1502359	0.14179686	0.2639792	0.3962651
ENSG00000186019	53.61	0.4800818	0.3988114	0.07306213	0.1375408
ENSG00000186020	726.8729	0.05957154	0.08742691	0.4870068	0.6255967
ENSG00000186026	121.3079	0.06747669	0.20292536	0.7109737	0.8120734
ENSG00000186047	1.36372	0.06493105	0.60176872	0.668234	NA
ENSG00000186049	0.1556677	0.0187898	0.64031258	0.8514113	NA
ENSG00000186051	8.103202	-0.01598004	0.44534145	0.9475327	0.9708525
ENSG00000186056	29.72127	0.3898943	0.37179972	0.132362	0.2267698
ENSG00000186063	1801.523	-0.1009933	0.06179306	0.098782	0.1778145
ENSG00000186073	554.6003	-0.408635	0.14445613	0.002750958	0.007310597
ENSG00000186074	0.1605971	0.0187898	0.64031258	0.8514113	NA
ENSG00000186076	96.9087	-0.1723927	0.256757	0.4234051	0.5646339
ENSG00000186088	26.87604	1.325965	0.51817301	0.0001261352	0.0004160198
ENSG00000186094	3.365297	-0.01863404	0.5261924	0.9284689	0.959473
ENSG00000186103	0.1605971	0.0187898	0.64031258	0.8514113	NA
ENSG00000186104	521.2111	0.4729048	0.12364249	6.616289e-05	0.0002267605
ENSG00000186105	1.524729	0.1139528	0.59958929	0.4905472	0.6288957
ENSG00000186106	1427.477	0.4725925	0.07401111	8.918929e-11	5.308772e-10
ENSG00000186111	1249.47	-0.08367398	0.0710871	0.2329921	0.3590314
ENSG00000186115	0.4718732	0.06502883	0.64320798	0.5475141	NA
ENSG00000186118	0.835622	-0.05183795	0.60663714	0.7193295	NA
ENSG00000186130	647.22	0.05601052	0.09893398	0.5614124	0.6919654
ENSG00000186132	164.2827	-0.03393191	0.17585546	0.8342911	0.9001776
ENSG00000186141	1540.579	0.0306262	0.08034213	0.6982803	0.8023515
ENSG00000186143	0.1556677	0.0187898	0.64031258	0.8514113	NA
ENSG00000186150	2.615279	0.5812808	0.91691171	0.01357823	0.03136555
ENSG00000186153	495.7439	-0.3788377	0.10602234	0.0002285438	0.0007243348
ENSG00000186160	0.1900498	-0.02852766	0.64136154	0.7763441	NA
ENSG00000186166	296.8641	-0.1395841	0.13768296	0.2866264	0.4225176
ENSG00000186174	805.789	0.6252101	0.08729903	2.532484e-13	1.791576e-12
ENSG00000186184	1860.518	0.01745505	0.05865045	0.7639625	0.8517335
ENSG00000186185	2248.692	-0.4260826	0.07413908	5.352837e-09	2.773846e-08
ENSG00000186187	631.4628	-0.840669	0.10914519	1.64032e-15	1.327233e-14
ENSG00000186188	0.1914305	-0.02852766	0.64136154	0.7763441	NA
ENSG00000186191	0.1556677	0.0187898	0.64031258	0.8514113	NA
ENSG00000186193	1731.849	-1.529756	0.06500816	9.981652e-125	1.631446e-122
ENSG00000186197	282.6512	-0.2667449	0.14176309	0.04708612	0.09399757
ENSG00000186198	0.7955421	0.01689285	0.61375369	0.8983384	NA
ENSG00000186204	0.3221391	0.04253378	0.6429562	0.6751887	NA
ENSG00000186205	1332.933	-0.340035	0.06767614	3.615407e-07	1.590707e-06
ENSG00000186212	25.44595	1.667496	0.52980562	9.102941e-06	3.472621e-05
ENSG00000186222	950.0497	-0.425912	0.0878961	7.39295e-07	3.158897e-06
ENSG00000186226	0.1508201	0.0187898	0.64031258	0.8514113	NA
ENSG00000186230	388.7429	-0.09986675	0.14789117	0.4745902	0.6136079
ENSG00000186231	56.80996	0.6136517	0.28716103	0.008308339	0.02007045
ENSG00000186260	1073.372	0.1448508	0.08755932	0.09140301	0.1665544
ENSG00000186265	1.953721	0.1331659	0.60952466	0.4141124	0.5559714
ENSG00000186272	243.8771	-0.2795155	0.14847485	0.04582464	0.09177823
ENSG00000186280	210.932	0.2965292	0.15344987	0.03955857	0.08067843
ENSG00000186281	7.400838	0.5120911	0.56318751	0.06429138	0.1232591
ENSG00000186283	1033.433	-0.788372	0.08332123	4.902604e-22	5.541801e-21
ENSG00000186288	0.5413448	-0.03552375	0.63473173	0.7468118	NA
ENSG00000186297	0.4524604	0.0566125	0.64543909	0.5813581	NA
ENSG00000186298	9070.806	-0.5116547	0.04585493	3.084683e-29	4.813545e-28
ENSG00000186300	248.5295	0.7177058	0.18626588	2.310987e-05	8.410345e-05
ENSG00000186301	30.80734	0.5696906	0.35619376	0.02850358	0.06046836
ENSG00000186306	0.1914305	-0.02852766	0.64136154	0.7763441	NA
ENSG00000186310	392.908	-0.648684	0.11654871	7.424916e-09	3.795894e-08
ENSG00000186312	4.05708	-0.1943064	0.55406863	0.3659477	0.5067288
ENSG00000186314	421.7401	0.4011737	0.12666765	0.0009351641	0.002686071
ENSG00000186318	772.8805	0.9537006	0.1002898	1.278164e-22	1.488269e-21
ENSG00000186326	64.85674	0.3843685	0.26281551	0.07914155	0.1473138
ENSG00000186340	1.109885	0.1281153	0.6191977	0.4042693	NA
ENSG00000186350	1189.506	0.2413878	0.08489367	0.003743762	0.009688729
ENSG00000186352	52.85103	0.9859586	0.32384379	0.0001073227	0.000356853
ENSG00000186364	173.5591	0.4841868	0.20228648	0.007553172	0.01839929
ENSG00000186367	1.295043	0.0415078	0.58146717	0.8036341	NA
ENSG00000186376	424.5097	0.154115	0.12345105	0.1937791	0.3085093
ENSG00000186377	74.62382	-0.3231083	0.23849421	0.1150696	0.2018773
ENSG00000186395	1190.046	-0.6921237	0.07200922	1.774144e-22	2.04741e-21
ENSG00000186399	64.7336	0.962907	0.29834051	6.569207e-05	0.0002252518
ENSG00000186409	149.4145	0.6417412	0.22496114	0.001105597	0.003142471
ENSG00000186416	1978.204	-0.4250262	0.06535884	4.672363e-11	2.839319e-10
ENSG00000186417	43.39171	-0.2935558	0.29350875	0.2082357	0.3275159
ENSG00000186431	0.1605971	0.0187898	0.64031258	0.8514113	NA
ENSG00000186432	1984.662	-0.6925802	0.06046497	5.588476e-31	9.243608e-30
ENSG00000186439	4.429766	0.2422422	0.55821858	0.2789939	0.4140715
ENSG00000186442	0.4966245	0.0239144	0.62694565	0.8388874	NA
ENSG00000186446	183.8595	0.5206379	0.18790228	0.002303095	0.006201829
ENSG00000186448	641.6023	0.2261083	0.0932858	0.0131059	0.03037303
ENSG00000186451	0.1508201	0.0187898	0.64031258	0.8514113	NA
ENSG00000186453	6.304197	0.7171969	0.76205317	0.01597256	0.03624004
ENSG00000186462	259.5999	-0.5714887	0.14546268	3.119368e-05	0.0001118078
ENSG00000186466	0.1900498	-0.02852766	0.64136154	0.7763441	NA
ENSG00000186468	29032.75	-0.1626715	0.03547458	4.206777e-06	1.673684e-05
ENSG00000186469	201.0895	0.6341641	0.16394277	3.134234e-05	0.0001122859
ENSG00000186470	908.8421	0.3384525	0.09029739	0.0001266925	0.0004177333
ENSG00000186471	0.3463941	0.002601791	0.63952637	0.9792902	NA
ENSG00000186472	402.5072	0.2078759	0.17075957	0.1885045	0.301446
ENSG00000186479	26.3406	0.7341974	0.40320043	0.008589988	0.02068188
ENSG00000186480	3754.879	-0.4929614	0.08305899	1.440369e-09	7.803028e-09
ENSG00000186481	19.10551	0.5920542	0.43848878	0.03488421	0.07239655
ENSG00000186487	4.457685	0.4504974	0.64556117	0.07111463	0.1344021
ENSG00000186493	0.9890972	0.1383322	0.65091758	0.2941277	NA
ENSG00000186496	152.2695	1.76855	0.24391855	3.283138e-15	2.61998e-14
ENSG00000186501	1033.781	-0.3498565	0.07892777	6.506649e-06	2.527627e-05
ENSG00000186509	0.1508201	0.0187898	0.64031258	0.8514113	NA
ENSG00000186510	3.986895	0.2949432	0.59090916	0.1872544	0.2997479
ENSG00000186517	0.3124097	-0.003477158	0.63953844	0.9723252	NA
ENSG00000186522	2707.962	0.4366939	0.04988574	1.194455e-18	1.136019e-17
ENSG00000186523	155.4788	0.5122107	0.20374745	0.004951196	0.01250635
ENSG00000186526	0.3124987	-0.04722476	0.64417191	0.6410429	NA
ENSG00000186529	1.679488	0.190168	0.61735175	0.2827648	0.4181212
ENSG00000186532	1072.439	0.1594359	0.07517948	0.03134717	0.06588639
ENSG00000186564	305.6104	0.4346639	0.12837799	0.0003962109	0.001208849
ENSG00000186566	3575.744	-0.1812026	0.04710209	0.000108933	0.0003621525
ENSG00000186567	92.59101	-0.4821298	0.23028265	0.01593561	0.03616365
ENSG00000186575	1609.69	-0.1210999	0.0631285	0.05256516	0.1035303
ENSG00000186577	274.0304	0.4662244	0.14788083	0.0008166387	0.002368445
ENSG00000186583	0.1605971	0.0187898	0.64031258	0.8514113	NA
ENSG00000186591	2332.015	0.2407402	0.07374267	0.0009240294	0.002657548
ENSG00000186594	51.38505	-0.5473688	0.29642578	0.02062418	0.04540737
ENSG00000186603	0.7249008	-0.07918124	0.62607884	0.5456899	NA
ENSG00000186615	149.1118	0.09304059	0.18156145	0.5763524	0.7051017
ENSG00000186625	1057.237	0.335393	0.07576275	6.886112e-06	2.661448e-05
ENSG00000186628	6.17461	0.01172525	0.47075631	0.9601727	0.9782164
ENSG00000186635	2480.492	0.4605212	0.05297441	1.915433e-18	1.8077e-17
ENSG00000186638	342.1865	0.06444146	0.13730679	0.6220347	0.743792
ENSG00000186642	44.76917	0.8331904	0.39278877	0.002876847	0.007612139
ENSG00000186648	109.5037	-0.2594313	0.21606747	0.174095	0.282685
ENSG00000186652	0.1605971	0.0187898	0.64031258	0.8514113	NA
ENSG00000186654	424.4114	-0.5173892	0.1121924	1.788608e-06	7.368493e-06
ENSG00000186660	3884.663	-0.2102208	0.04428084	1.820094e-06	7.492606e-06
ENSG00000186665	964.9697	0.1765263	0.0802197	0.0251963	0.05425024
ENSG00000186666	238.1137	-0.5037559	0.15195324	0.0004130268	0.001256159
ENSG00000186684	188.1272	0.3792792	0.16711438	0.0143967	0.03303141
ENSG00000186687	2272.827	-0.3030469	0.08446121	0.0002538473	0.000798452
ENSG00000186704	7.504714	0.07037831	0.45415658	0.7708885	0.8557025
ENSG00000186710	26.32793	0.1690183	0.35427416	0.499019	0.6364287
ENSG00000186714	3.257496	-0.3777211	0.64190871	0.09994242	0.1796521
ENSG00000186715	2.521249	0.3301923	0.65686867	0.1131808	0.1991971
ENSG00000186716	2798.768	-0.412166	0.07728378	5.878746e-08	2.787378e-07
ENSG00000186732	37.27106	1.34211	0.41530357	1.342633e-05	5.021219e-05
ENSG00000186765	2.673391	0.0773827	0.53116685	0.7102118	0.8115812
ENSG00000186767	1197.428	0.03320985	0.0681267	0.6217404	0.7434953
ENSG00000186777	0.1900498	-0.02852766	0.64136154	0.7763441	NA
ENSG00000186787	148.9045	0.1652021	0.17608755	0.3086507	0.4467873
